,salary_label,comb_description
142,3.0,senior data engin nsw full time inform communic technolog senior data engin azureth compani global high growth group complet recent local intern acquisit enjoy first class reput market success driven peopl proven track record provid compel person career develop opportun enabl attract engag retain best talent market due growth commit embed best class practic technolog offer senior data engin azur role excit opportun grow within high perform team report direct bi manag captur clean harmonis transform store data various sourc talk stakeholdersprovid inform deliv client new insight understand new trend suggest correct action plan decreas risk increas opportunti better decis make process need sympath client intern well extern understand need ask right question challeng abl identifi opportun clean data autom optims continu work smes better understand data abil design develop data movement ingest pipelin use azur data factori data lake storag blob storag key capabl look like strong custom servic mental strong busi acumen abil work big data environ year technic expertis msbi stack sql ssis ssa ssrs year experi build report use tableau year experi azur cloud azur data factori beneficialpython experi high prefer due futur data scienc relat activ strong technic sill data acquisit transform storag great communic skill verbal written essential extract analys data various sourc rang oracl sap deliveri focus creativ think norm interest learn great role appli plea click appli contact nicolina nicolina bosnic tomexecut com tri as applic within work day plea note shortlist candid contact
143,4.0,reg report data analyst nsw full time inform communic technolog descript role key responsibilitiestop tier organis look data analyst strong regulatori report experi contract role larg program work report data analyst respons conduct regulatori report requir key member data team team respons support drive department perform busi report analyt initiativesensur regulatori report submit accur time fashionwork close bi team within organis ensur understand report requir requir deliv time within scopework team identifi new area report requir result process regulatori changesensur data qualiti procedur adher regulori reportingcor skill knowledgeto act integr time embrac philosophi treat custom fairlyunderstand relev industri regul specif impact lend mortgag environ includ impact various process procedur implic plan prioritis organis capabilitiesstrong sql data experienceappli link page morgan mckinley act employ agenc relat vacanc
144,2.0,actuari analyst nsw contract temp govern defenc companyour client nation govern agenc deliv diver rang health support servic relat new agenc look high charact team member help achiev organis goal establish look motiv conscienti individu share valu trust account integr respect join grow account team roleth actuari analyst support actuari team leader fulfil statutori requir feder legisl relev agenc well report analysi data manag task financi sustain branch support actuari team leader produc annual financi sustain report fsr respons associ includ limit sustain analysisactuari monitor analysesdata tabulationsprojectionscost benefit analysesreport productionad hoc model request requir successfultertiari qualif quantit area actuari scienc mathemat statist econom psycholog engin comput scienc strong report write communic skillsintermedi advanc excel skillsunderstand valuat model monitor report long term cost month full time contract feder govern agencywalk distanc central stationexcel career develop opportun recent univers graduat year experienceup hrour client look fill role asap appli
145,1.0,order entri nsw contract temp administr offic support companylead market expans servic provid requir order entri consult busi lane cove base team organis assist compani grow busi new exist market area consum good perform materi technolog develop reput strong global network well local knowledg posit assist custom enquiri regard stockprocess credit product informationprocess custom order use sapperform general administr requiredth candidateexperi similar order process roledemonstr excel communic skillshav high attent detailb abl work fast pace environmenta posit attitud willing work part teamexperi system sap high desir benefit free onsit parkingimmedi start superwork lead brand industryto appli onlin plea click appropri link altern confidenti discus plea contact sahar sarabi 7413 plea visit www veritasrecruit com au view job
146,1.0,junior busi analyst report platform nsw contract temp inform communic technolog junior contract opportun foot door per hour inc super fee disclos locat surri hill nsw chermsid qld geelong vic client larg feder govern organis seek experi junior busi analyst report platform long month contract locat chermsid qld geelong vic surri hill nsw work part busi analyt platform team primari duti junior busi analyst report platform provid comprehens report analyt ensur intern busi team visibl pipelin work perform team well drive cultur data driven decis make duti includ limit engag busi unit defin report analyt requir transform well document user stori accept criterion readi develop team pick regular engag stakehold ensur inform progress project manag expect regard chang scope ensur project continu flow develop pipelin attempt resolv blocker work close develop team ensur project adher identifi requir develop requir document produc prior releas date facilit meet develop team busi stakehold gather requir project ensur project requir document form user stori accept criterion manag stakehold expect provid updat progress project work chang team ensur whole busi provid appropri communic organis backlog work relat project non project deliver work stakehold identifi document bug platform provid input team work practis facilit continu improv ensur project releas contain appropri chang note document consid long junior busi analyst report platform contract opportun must compet abil develop compet consist appli ass tool identifi support need compet system report write skill abl translat complet data digest simpl messag line key busi goal experi interest toward sa data analyt desir appli long junior busi analyst report platform contract opportun plea forward resum ben cousin recruit hive click appli job button email resum info recruitmenth com au cite job id altern may call ben
147,2.0,senior oper data centr oper digit technolog innov nsw full time inform communic technolog senior oper data centr oper senior level oper maintain nsw polic data centr mainfram open system incorpor rotat shift work key account oper monitor mainfram open system hardwar softwar incorpor primari dr locat integr account abil make decis take prompt remedi action event equip environment malfunct ensur mainten agreement adher appli appropri tool method address user queri system issu network ensur optimum effici assist data centr oper shift supervisor escal perform issu intern extern provid minimis advers impact system avail busi continu prepar maintain standard oper procedur document ensur qualiti control adher key challeng seamless transit new updat technolog associ applic daili oper activ plan priorit high volum work conflict critic deadlin develop maintain knowledg technic capabl across diver dynam hardwar technolog platform applic comput system offic level ongo full time parramatta job note essenti requir candid must obtain maintain requisit secur clearanc role hold current driver licenc traffic offenc record drive histori within last twelv month minimum year experi oper larg z o mainfram distribut open system includ unix window tertiari qualif industri experi relev inform technolog disciplin demonstr experi zos system product includ limit vtam netview perform rotat shift work cover day hour includ weekend public holiday ongo basi either primari site locat dr site locat excel oral written communic skill elig appli role must meet one follow status australian citizen perman australian resid citizen new zealand applic australian aborigin torr strait island peopl encourag recruit may use creat talent pool similar futur role ongo temporari may aris next month applic consid must attach cover letter attach date cv resum address target question text box provid onlin applic attach separ document plea limit respons page per question plea attach copi qualif certif document resum cv bring call interview prior commenc success candid requir undergo rigor nation polic crimin histori check obtain maintain secur clearanc determin nsw polic forc applic submit electron onlin via work nsw websit inform appli role nsw polic forc click view download role descript click applic close sunday septemb essenti requir candid must obtain maintain requisit secur clearanc role hold current driver licenc traffic offenc record drive histori within last twelv month minimum year experi oper larg z o mainfram distribut open system includ unix window tertiari qualif industri experi relev inform technolog disciplin demonstr experi zos system product includ limit vtam netview perform rotat shift work cover day hour includ weekend public holiday ongo basi either primari site locat dr site locat excel oral written communic skill
148,4.0,data model nsw contract temp inform communic technolog x month data model contract inc super per hour surrey hill nsw baselin clearanc prefer client larg servic focus feder govern depart seek x data model long month contract base surrey hill nsw data model fulfil statutori requir togeth report analysi data manag activ build multi dimension demograph financi long term model use excel clear defin area data input assumpt output well structur audit purpos reconcil data input calcul output extract summaris data sa dataset use sa data model actuari background financi analyt background experi build long term financi demograph model profici sa code abil clear confid explain assumpt model methodolog profici report write model document word powerpoint appli one long data model contract opportun plea click appli job button call andi
149,4.0,lead data scientist vic contract temp inform communic technolog lead data scientist month contract global consultancya chanc lead front compani global known consult client mine current need data scientist lead join team month chanc data scienc enthusiast show case leadership skill well practic experi respons undertak data collect prepossess analysisbuild model address busi problemspres inform use data visual techniqueslead team success execut busi requir communic stakehold custom creat algorithm determin busi decis build data product extract valuabl busi insight proven leadership skillsextens experi python clear full understand mdm master data manag impecc communic skill written verbal think take lead team whilst get hand dirti plea send cv click appli give petra call
150,4.0,data scientist nsw contract temp inform communic technolog requir bachelor degre technic disciplin specialist level expertis ot ict system knowledg electr network infrastructur busi oper environ demonstr experi script across differ technolog python sql abil assimil new domain tool quicki demonstr experi analysi data reconcili normalis use techniqu machin learn assist larger scale data activ extens demonstr knowledg system optimis includ experi productionis softwar system plan conduct test implement best practic version control extens problem solv analyt skill experi provid innov solut capit infrastructur engin project program problem well develop verbal communic skill strong interperson facilit skill abil appli mentor train abl collabor multipl team engag influenc manag stakehold posit outcom superior written communic skill busi acumen includ experi prepar design report document system appropri end system administr key respons role design provid cultur leadership execut high visibl execut key respons transpar includ establish communic import data qualiti metric via forum data govern enabl strateg decis make deliveri includ analysi optimis project specif data remedi integr migrat activ opportun sound like someth would interest want hear applic ass team feel could good fit client partner touch regard next step interest send resum mahesh jallappagari chandlermacleod com feel free call
151,4.0,group leader strateg decis analysi sa full time scienc technolog group leader strateg decis analysi gl sda provid scientif leadership strateg decis analysi scienc technolog capabl stc report research leader strategi joint forc sjf stc develop appli advanc high level decis make analysi approach across strateg centr focus whole portfolio support decis prioritis integr strateg risk balanc invest stc also includ signific compon system scienc allow understand model analysi manag defenc forc system system group leader respons build stc capabl meet futur requir area well lead forc integr focus client program meet client need group leader strong research background one disciplin underpin group work program disciplin includ limit oper research system scienc system engin mathemat model strateg risk analysi data scienc group leader forecast futur defenc problem initi research generat new knowledg produc enhanc defenc capabl abl select best scientif method achiev defenc outcom review qualiti report public prepar staff stc collabor stc leader sjf major scienc technolog capabl mstc group leader ensur integr analyt advic deliv sjf program group leader lead complex area provid vision guidanc direct collabor necessari ensur group effect har deliv agre output defenc use understand defenc context includ knowledg across warfar domain understand client prioriti associ requir transpos well plan set activ collabor stc mstc leader ensur resourc group appli agre prioriti activ demonstr flexibl adjust work plan circumst chang provid effect supervis senior staff stc respons workforc plan group within broader context sjf mstc creat motiv collabor cultur within group ensur staff make effect contribut output stc broad guidelin research leader sjf group leader facilit creation cross stc cross mstc cross division team develop maintain appropri extern linkag industri univers oversea organis chang norm modern organis context group leader lead manag chang includ limit organis structur chang effect prepar take group leader role within mstc deem necessari applic close date thursday august inform plea review job inform pack refer dst www defenc gov au apscar
152,2.0,data analyst vic full time inform communic technolog cityc greater geelong victoria largest region municip provid servic grow popul resid across 1247km2 compris urban suburban rural coastal environ locat melbourn spectacular beauti natur environ creativ design histor signific built environ make municip major tourism magnet local intern visitor peopl take pride work commit make posit impact life resid geelong region employe provid engag reward work cultur respect collabor offer profession develop opportun flexibl work arrang parent leav week paid leav health wellb program discount gym membership council facil opportun part dedic profession team work togeth communiti financi servic departmentthi depart part custom corpor servic divis respons provis strateg oper financi servic assist citi achiev optim financi perform roleth data analyst posit contribut oper success revenu properti valuat team provid accur time properti custom rate valuat data report posit utilis rang busi tool methodolog success ident document busi requir key respons role includ manag test develop utilis pathway softwar modul use within section develop report data wareh databas wide rang properti rate analysi task custom need includ data verif report identifi document busi requir concis accur unambigu time manner maintain accur properti custom record account subdivis properti split street number properti data set valuat rate purpos base rate account new exist custom voter detail provid train new exist staff pathway modul specif nar name address regist provid clear effect communic custom enquiri intern extern contribut success oper revenu properti valuat team particip ongo develop team ensur effici effect custom focus team strong commerci focus complet administr function accur time manner support coordin revenu properti valuat youto success role requir satisfactori complet secondari school educ qualif certif diploma spatial inform servic would advantag five year experi similar role profici properti rate principl practic relat local govern act relev act regul experi identifi document requir profici use system network computeris databas particular regard properti custom system togeth associ report microsoft softwar profici test softwar releas coordin develop respons softwar enhanc correct applic enquiriesclick posit descript link view inform posit applic must address key select criterion list posit descript enquiri carol ruiter cruiter geelongc vic gov au applic close friday august posit descript click appli job button submit applic find opportun citi greater geelong valu equal opportun fair enjoy diver inclus workforc applic encourag peopl disabl aborigin torr strait island descent peopl cultur background
153,4.0,data scientist global trade hous behavior analyt python big data nsw contract temp inform communic technolog global trade organis lead ecommerc etrad presenc look talent data scientist grow busi analyt capabl reward work best analyt mind busi work larg complex real time trade data fun team full flair person d role lot varieti challeng love work complex data problem probabl solid open sourc background machin learn passion use data improv world live role develop main python panda big queri sql use data visual tool e tableau qlikview build data analyt tool enhanc busi analyt suit deliv data analyt insight design implement data model sound like love find
154,3.0,data analyst busi perform nsw full time account data analyst busi performancest govern month contractgreat work culturespinifex recruit current seek perform manag analyst join client fix term month contract base sydney cbd report perform manag lead success candid respons sourc compil distribut data inform report relat perform busi unit role support ongo develop deliveri perform reportingassist lead engag stakehold gather busi requir specif datadesign develop enhanc oper scheme perform bi dashboard monitor tool perform reportsconduct analysi data identifi trend emerg potenti issu opportunitiesimpl target perform evalu projectsconduct complex investig resolv complex enquiriesidentifi opportun uplift function perform matur cultureabout demonstr analyt experi year busi side technic ba need applytwo year recent experi perform manag ideal within insur financi servicesinvestig curious natureadvanc m excel ppt understand qlikviewwel develop abil understand data outputsstrong problem solv skillsstrong interperson communic skillswel develop abil interrog analys datato appli plea follow link provid altern contact mackenzi small spinifex recruit confidenti discus
155,3.0,softwar develop offic act full time govern defenc asi australia oversea secret intellig collect agenc mission protect promot australia vital interest provis intellig servic direct govern work involv collect intellig relat nation secur intern relat econom issu also contribut australia coordin nation effort terror prolifer weapon mass destruct transnat issu peopl smuggl softwar develop team use technic experi solv wide rang challeng project rang tactic activ enterpris wide global applic role encompass area softwar develop includ stakehold engag detail design user interfac design prototyp program integr migrat research requir willing learn new technolog remain abreast industri develop staff area must self motiv work effect respons within team environ key respons task outlin key area respons posit softwar develop provid individu technolog expertis develop support custom develop web base softwar applic base net c angular javascript java sql involv technolog specif softwar design develop test implement mainten methodolog undertak softwar develop support within team environ involv busi analysi requir specif softwar analysi specif design softwar develop tool applic access control audit technolog softwar user document chang manag qualiti control methodolog applic monitor manag tool use perform avail capac plan level educ qualif experi follow educ qualif experi high regard minimum cit qualif industri mandatori experi problem solv ict project issu knowledg standard procedur methodolog applic project manag ict system develop test implement support ict system qualif scrum agil methodolog high desir skill follow program languag environ net javascript java python sharepoint recordpoint window linux peoplesoft sql plsql domino lotus note admin servicenow mulesoft elast search adob experi manag devop tool aw cloud develop execut level educ qualif experi follow educ qualif experi high regard bachelor recognis industri tertiari qualif demonstr experi commensur level ict develop role experi wide varieti common program languag proven abil adapt develop new technolog user interfac design desir qualif scrum agil methodolog high desir skill follow program languag environ net javascript java python sharepoint recordpoint window linux peoplesoft sql plsql domino lotus note admin servicenow mulesoft elast search adob experi manag devop tool aw cloud develop posit base canberra may offer ongo basi citizenship elig engag applic must australian citizen secur ass success applic requir undergo secur clearanc plea note asi provid feedback unsuccess applic appli go asi gov au applic close monday septemb
156,4.0,data etl develop nsw contract temp inform communic technolog larg govern depart look data etl develop posit respons develop script tool aid integr normalis data various sourc main duti data etl develop posit includ develop script tool support system integr across dispar infrastructur data model normalis api integr manag main challeng data etl develop includ analys migrat normalis data across various sourc work within system constraint develop solut analys user requir translat function specif knowledg skill experi signific experi data transform normal experi etl process system integr signific experi develop tool applic use python shell script experi work data use xml xsd xslt json experi use web servic develop consumpt use rest soap api respond candid cover letter cover letter explain experi bullet point notic period
157,4.0,tester lead autom test analyst sql data vic contract temp inform communic technolog look experienc tester strong tarck record test data space project larg scale data transom project incorpor data system team need lead test analyst strong experinec around sql autom ideali breadth experi around script system great deal scope work lead test analyst work dev team data team stakehold deliv roubust transform focus project autom around sql data environ requir lead descis make strategi test tool best purpos solut big projecti like ongo client base easter suberb mount waver area great team work environ interest plea send cv asap thank
158,1.0,guidewir data convers nsw full time inform communic technolog cogniz cogniz nasdaq ctsh lead provid inform technolog consult busi process servic dedic help world lead compani build stronger busi headquart teaneck new jersey u cogniz combin passion client satisfact technolog innov deep industri busi process expertis global collabor workforc embodi futur work cogniz member nasdaq p forb global fortun rank among top perform fastest grow compani world cultur passion integr experi integr cogniz success welcom dynam expand global leader busi consult valu take pride partnership client abil add valu provid except servic client fundament success return empow opportun develop career collabor talent colleagu support diver environ cogniz recogn compani open welcom multi cultur diver workforc thrive fresh perspect collabor knowledg cogniz focus promot increas gender diver provid workplac encourag great particip equal play field merit accomplish criterion success job descript end end experi deliv renew data convers legaci sourc system guidewir policycent x use etl tool person auto home lob experienc schedul maintain etl tool convers migrat program gather polici data convers requir custom gap analysi legaci pa guidewir policycent x particip workshop multipl custom stakehold final downstream report requir need consid legaci polici migrat data profil design architectur data convers guidewir policycent design implement data convers legaci sourc system guidewir policycent x person auto home lob experienc handl typic guidewir policycent data convers relat challeng across phase sdlc experienc custom cogniz inbuilt tool acceler particular data profil abc reconcili framework workflow manag success leverag guidewir policycent data convers demonstr strong techno function experi guidewir policycent coordin communic multipl intern extern stakehold site offshor time manner experienc deliv project agil waterfal model deliveri strong domain experi insur particular properti casualti p c area auto home excel communic skill custom expect manag deliveri ownership willing walk extra mile pro activ deliveri excel next step would like express interest role plea click appli button due high number applic shortlist candid contact discus within busi day thank take interest opportun u complet list opportun cogniz visit http www cogniz com career cogniz commit provid equal employ opportun success candid requir undergo background check
159,4.0,lead data scientist nsw full time inform communic technolog client client global leader retail bank within australia intern market continu data journey look lead data scientist within sydney offic last month organis becom intern renown approach monetis data asset leverag data engin platform advanc data scienc capabl truli critic opportun pioneer data initi tremend impact wider organ futur role expert level data scientist strong experi machin learn statist model hand big data analyt visual experi skill use r hive hadoop spark python tableau spotfir etcend end communic intern extern stakehold within product strategi develop journeyb ambassador data product communic benefit technic non technic audiencesleverag insight influenc organis strateg direction think execut commerci mind technic nuanc data product experi minimum year experi data scienc role ideal team leadership mentor experienc work million larg complex datasetsbachelor degre higher disciplin u advanc statist model e g mathemat statist econometr comput scienc well recogn thought leader within data scienc space next level data scienc expertis build commerci data product data engineeringcommun present skill tech non tech mid senior level stakeholdersstrong statist background python rexcept commerci offer opportun work within establish yet nimbl organis product offer shape direct strategi wider organis
160,4.0,senior data engin nsw full time bank financi servic well known australian fintech busi grow bi data team busi grow past year continu invest technolog infrastructur execut manag decid thing right rather quick enabl better access cleaner data proper analyt upcom data scienc project consequ decid invest azur cloud solut togeth databrick snowflak cloud databas potenti team consist three data engin three bi analyst enjoy flexibl remot work month corpor drink food cater respons technic design develop data analyt platform migrat legaci report databrick diagnos issu develop lifecycl ingest investig new sourc solv data busi problem defin end end technic solut liais extern parti drive solut design work term either agil work environ matter code output work autonom take ownership work consid high profil team need skill softwar develop least five year python well sql develop work azur cloud platform ideal creat github profil contribut activ advanc problem solv skill especi around code problem essenti along abil work deadlin collabor team environ sound like excit opportun plea contact resum nicolina bosnic tomexecut com
161,2.0,senior advisor workforc data analyt act full time govern defenc canberra health servic peopl cultur peopl cultur execut administr servic offic class salari rang 430 pn vision creat except health care togeth role health servic trust communiti canberra health servic chs focus deliveri high qualiti effect person centr care provid acut sub acut primari communiti base health servic australian capit territori act also servic surround southern new south wale region includ bega valley bombala cooma monaro eurobodalla goulburn mulware palerang queanbeyan snowi river upper lachlan shire yass valley total catchment approxim peopl overview work area posit peopl cultur divis respons strateg oper manag peopl employ canberra health servic includ recruit servic workforc plan injuri manag work health safeti employe relat workforc cultur staff develop inclus senior advisor workforc data analyt report director workforc plan role develop suit report matrix undertak data analysi support workforc plan team canberra health servic requir analys simpl complex data identifi pattern trend produc tailor report support futur workforc plan initi whilst data manag databas design core role member workforc plan team also involv implement workforc plan initi assist team develop tailor plan individu unit across canberra health elig requir desir tertiari educ extens experi workforc analysi health informat demonstr experi excel includ pivot tabl formula data manipul experi work health set particular data manag would advantag prior commenc success candid requir undergo pre employ nation polic check appli inform plea visit www health act gov au ref 01lg5 contact offic kyra maher kyra maher act gov au applic close august
162,3.0,data engin azur nsw full time healthcar medic compani global high growth group complet recent local intern acquisit enjoy first class reput market compani success driven peopl proven track record provid compel person career develop opportun enabl attract engag retain best talent market due growth commit embed best class practic technolog offer data engin azur role excit entri point next high perform report direct bi manag captur clean harmonis transform store data various sourc provid inform deliv client new insight understand new trend suggest correct action plan decreas risk increas opportunti better decis make process need sympath client intern well extern exampl oper team manag financ team understand need ask right question challeng abl identifi opportun clean data autom optims continu work smes better understand data abil design develop data movement ingest pipelin use azur data factori data lake storag blob storag key capabl look like strong custom servic mentalitystrong busi acumen abil work big data environ year technic expertis msbi stack sql ssis ssa ssrs year experi build report use tableau year experi azur cloud azur data factori benefici azur data warehous alreadi live base star schema python experi high prefer due futur data scienc relat activ strong technic sill data acquisit transform storag great communic skill simplifi difficult technic concept must abil extract analys data various sourc rang oracl sap deliveri focus creativ think norm interest learn great role appli plea click appli contact eli gunduz eli gunduz tomexecut com tri as applic within work day plea note shortlist candid contact
163,2.0,ap level data analyst brisban melbourn qld full time govern defenc busi australian skill qualiti author asqa nation regul australia vocat educ train sector asqa role ensur nation approv qualiti standard met applic risk focus approach regul asqa regul ensur student employ govern communiti confid qualiti australia vocat educ train risk intellig data strategi group support asqa intellig led risk base approach regul work collabor key stakehold strateg partner ensur confid outcom deliv australian regist train organis rtos asqa effect regul team respons identifi emerg risk qualiti vet regular scan environ establish system provid monitor risk intellig report inform develop asqa annual regulatori strategi role data analyst oper member multi disciplinari team within data manag busi unit data analyst provid support senior analyst member risk intellig data strategi group undertak rang inform data manag analysi report activ data analyst respons carri rang duti includ complex analysi report use multipl data sourc environment scan strateg project ad hoc request draw insight data communic insight appropri audienc need make evid base recommend inform decis creat analyt intellig product includ provid dashboard inform manag endors prioriti risk draft brief paper analyt report intern stakehold draft review qualiti assur polici procedur relev team develop maintain intern profession relationship purpos facilit effici work outcom contribut plan activ purpos ensur individu team outcom achiev assist manag complex project contribut improv data literaci organis andmentor coach support team member purpos develop capabl skill experi good knowledg vocat educ train vet sector intern student sector asqa role regul context demonstr technic expertis data inform manag analysi use analyt tool high level oral written communic skill clear effect present inform meet stakehold need abil develop maintain effect relationship intern stakehold support achiev team outcom abil work effect part team contribut develop team member improv effici work practic system qualif requir mandatori success applic may requir submit polic record check obtain secur clearanc desir qualif relev disciplin appli applic submit via asqa websitehttp www asqa gov au employ current vacanc includ follow applic respons select criterion maximum word per criterion anda current resum includ name contact number least two refere
164,2.0,paid search manag ppc vic full time market communic busi alphawhal melbourn base digit growth consult provid world class class digit market develop servic select portfolio renown australian brand lookout season paid search profession join pod role role involv devi depth strategi produc roi client project manag implement execut well optimis report key account go contact person team client ppc manag analyt launch ongo retain enjoy share knowledg take pride uncov share right recommend client help achiev goal respons manag client pay per click campaign googl ad search display remarket mobil goal drive maximum number convers lowest acquisit cost possibl ensur maximum roi client success measur result key respons collabor senior manag develop manag appropri key perform indic kpi structur paid search function support team troubleshoot client issu lead growth paid search function innov result collabor depart manag workflow process polici impact paid search function maintain communic paid search function relev team prepar report feedback senior managementperform key respons paid search specialist portfolio client intern campaign setup manag optimis campaign googl ad search display mobil decod analyt identifi area opportun utilis convers rate optimis tactic e b split test etc optimis roi prepar perform analysi report make recommend correct modif view ongo optimis keep finger pul paid search industri identifi opportun within paid search benefit alphawhal client benefit perk excel learn develop opportun join ambiti team passion help succeed grow busi lot room make impact skill experi ideal candid follow agenc experi prefer year ppc experi advanc excel googl sheet experi googl ad editor experi profici googl tag manag excel client liaison abil demonstr experi build manag high perform ad campaign googl ad analyt certifi excel time manag skill excel communic skill data driven decis make strong work ethic desir learn abil work collabor within team environ strong organis skill demonstr project manag skill abil multi task requir abil work fast pace environ profession outgo intellig mix fun love person attitud
165,2.0,busi develop manag bi data ai nsw full time sale client innov fast grow australian consult solv busi problem use technolog due growth look hire abusi develop manag rolenew busi develop corpor enterpris market generat interest custom applic develop account manag exist account new account brought onbuild relationship c level exec cto cio md ceo sfull sale cycl initi convers close saleupsel cross sell exist account map opportun ideal year experi sell data ai solut understand microsoft bi stackprevi experi drive new busi develop activitiesprevi experi account manag client experi sell solut corpor enterpris sectorsan understand microsoft ecosystemdesir learn progress compani interest plea appli link call pearc specialist recruit group pti ltd act employ agenc relat vacanc plea note person inform treat accord privaci polici
166,1.0,remuner data specialist nsw full time human resourc recruit compani wisetech global chang world logist technolog innov use softwar hardwar solv problem creat new way work live build product use latest softwar tool best hardwar platform take pride deliv solut make signific differ custom partner staff sharehold logist industri larg peopl innov visionari long track record build global solut chang world logist opportun part peopl oper team respons creat process data collect analysi part compani pay review sourc analys global market remuner incent data conduct gap analysi develop pay review letter pack contain perform metric feedback pay distribut statist equiti document coordin global benefit rollout project prepar report evalu result remuner process creat paid time polici build employe classif model capabl comfort prioritis manag multipl deliver identifi establish maintain relationship diver set intern extern stakehold coordin complex project involv multipl peopl depart achiev common goal schedul facilit meet work non hierarch environ follow send u cv strong excel knowledg experi use vlookup pivot tabl knowledg previous experi sql vba experi high volum data analysi strong written verbal english languag skill passion accuraci attent detail bachelor degre focus data analysi relev employ experi befor appli time time wisetech global may use extern servic provid as applic behalf accord appli role provid person inform wisetech global consent wisetech global provid inform extern servic provid requir treat inform strict confidenti line privaci data protect law regul
167,3.0,consult nosql data engin nsw full time inform communic technolog experienc databas servic deliveri opportun see lead manag databas goal deliv secur scalabl resili infrastructur softwar deploy capabl global solut excel provid administr product pre product uat develop databas system assist design databas tier global payment solut provid robust scalabl high perform product databas environ work system engin databas develop junior databas administr opportun role respons drive design decis instal configur administr cassandra cluster implement proactiv monitor databas predict diagnos major problem impact applic perform user experi work sme provid guidanc best util nosql technolog configur manag cassandra node add new node cluster undertak period upgrad cassandra keyspac perform test verif releas databas schema upgrad support instal configur cassandra cluster high avail work maintain databas secur role privileg authent instal configur opscent setup perform monitor mainten use creat maintain document procedur best practic guid databas deploy mainten work develop support team particip releas chang manag process implement new featur function well appli mandatori patch upgrad posit also requir occasion period intern travel train busi purpos success candid po valid passport elig entri u uk australia solid experi cassandra databas administr extens experi databas administr medium larg organis high profici cassandra solid understand databas concept e g relat v non relat databas thorough understand signific experi databas backup recoveri perform monitor tune data manipul migrat advanc replic technolog experi instal configur opscent strong technic knowledg databas architectur data storag manag principl experi use relat technolog experi high avail architectur experi implement support nosql technolog json data exposur good experi within financi servic payment industri environ e g bank credit card scheme experi web technolog unix shell script hand approach problem solv strong communic skill written verbal coupl strong problem solv skill exposur practic follow plus remedi jenkin itil cmm six sigma agil scrum kanban posit attitud abil adapt flexibl within fast pace environ role next step look appli follow link simplesafesecur
168,1.0,account manag nsw full time market communic busi client major global provid market research intellig across various market sector includ food food servic video game toy consum sport role current vacanc toy divis respons manag exist client build clientel sector role suit experienc market research solid research analysi skill essenti abl instil confid client provid valu ad insight drive revenu respons includ engag client understand busi object alway ensur need achiev exceed prepar present depth market research insight high level decis maker use po panel data provid recommend client enabl grow busi gain market share manag contract negoti process client partner cross function team ensur success busi identifi new busi opportun activ assist busi develop benefit perk opportun join small collabor team larg well establish high respect global organ chanc progress career sydney offic central locat cbd close transport shop amen skill experi follow skill experi essenti appropri tertiari qualif eg busi market year experi account manag relev insight experi previous experi po scan data expert m offic tool advanc excel powerpoint word industri knowledg toy definit advantag although essenti confid style abil instil confid clientssolid present experi excel verbal written communic skill collabor team player
169,4.0,senior bi develop qld contract temp inform communic technolog senior bi develop need initi month contract cbd locat experi includ year experi within larg enterpris environ demonstrat experi data warehous multidimension cube develop expert knowledg tune data warehous solut strong knowledg etl develop data warehous data load transform includ data load experi dimens fact tabl strong experi databas administr manag experi data mine techniquesstrong knowledg full sdlc method agil continu deliveri continu integr extens understand industri well technolog trend relat practic proven experi develop maintain strong relationship across busi technolog team test experiencesolid understand relev legisl associ regulationsrelev tertiari qualif submit applic strict confid plea appli via link altern confidenti discus plea contact leisa collin brisban offic job refer
170,1.0,gi analyst nsw contract temp inform communic technolog cbd locat super initi contract till decemb gi analyst provid specialist expertis advic servic ensur relev spatial data sourc process appropri manag role provid specialist expertis manipul analysi spatial data use gi softwar produc high qualiti map report accord corpor standard assist develop implement data collect manag program ensur readi avail qualiti data intern extern stakehold implement corpor data polici standard data manag procedur ensur best practic use includ maintain spatial databas gi softwar hardwar ensur effici effect oper complet duti direct tertiari qualif geograph inform system gi relev field equival knowledg industri experienceappli plea appli follow link inform plea contact manuri ranasingh manuri charterhous com au
171,3.0,data etl develop nsw contract temp inform communic technolog month contractsydney cbd locationwel fund govern agencyr day superrandstad seek experienc data etl develop respons develop script tool aid integr normalis data various sourc key account develop script tool support system integr across dispar infrastructur data model normalis api integr manag essenti requir signific experi data transform normal experi etl process system integr signific experi develop tool applic use python shell script experi work data use xml xsd xslt json experi use web servic develop consumpt use rest soap api wish consid role visit appli button also get touch kayla via email kayla hogan randstad com au due larg volum applic receiv daili plea awar suitabl candid contact randstad passion provid equal employ opportun embrac diver benefit activ encourag applic background
172,4.0,senior data engin scala spark nsw contract temp inform communic technolog lead retail organis look har power data drive meaning custom analyt product develop posit sit custom analyt team technic capac work close data scienc team develop implement optimis analyt predict model deliv better target furthermor freedom creativ solv problem give new idea work experienc team engin pride continu learn result look experienc result orient senior data engin eager grow join team key expertis look scala spark sql linux experi machin learn bonus absolut essenti year experi big data develop domain hadoop spark year cloud platform gcp experi emr dataproc bigqueri deliv best practic result collabor data scientist fulli understand busi requirementsthi fantast opportun work month contract high skill extrem strong team sound like next opportun plea send resum nicolina bosnic tomexecut com
